reserve_name,reserve_type,reserve_no,gaz_area_ha,gis_area_ha,iucn,area_ha_calc,area_ha_calculated,majority_pct_name,majority_veg_class,majority_veg_form,rainforest_ha_in_reserve,native_veg_ha_in_reserve,dist_nearest_waterway_m,native_veg_ha_500m,native_veg_ha_1km,native_veg_ha_2km,rainforest_ha_500m,rainforest_ha_1km,rainforest_ha_2km,rf_patches_1km,rf_patches_2km,nearest_rf_patch_m,nearest_core_patch_m,elev_mean_m,slope_mean_deg,soil_landscape,geology_unit,basalt_volcanic_rock_unit,soil_robertson_basalt_assoc,spp_records_1km,spp_species_1km,threatened_species_1km,flora_species_1km,ceec_intersects_reserve,ceec_features_aoi,nsw_tec_status_published,epbc_tec_status_published,profile_version,generated_at_utc
Robertson Nature Reserve,NATURE RESERVE,N0525,5.391,5.31444687,IV,5.323773858883509,5.324,Sydney Montane Basalt Rainforest,Southern Warm Temperate Rainforests,Rainforests,5.313,5.313,80.7,37.992,93.12,327.833,31.585,78.927,262.47,15,48,264.3,158.0,771.0,7.7,Robertson,Bringelly Shale,False,True,1086,345,3,209,False,0,Endangered Ecological Community,Critically Endangered,1.0.0,2026-08-11T05:06:06Z
